date,number_of_checks-no_verification,os-se,app_version-version_appli,count-nombre
2021-09-14,7-12,android,1.5.3,1
2021-09-14,7-12,ios,1.5.3,1
2021-09-14,7-12,ios,2.0.0,4
2021-09-15,1-6,android,1.5.3,3
2021-09-15,1-6,ios,1.5.3,2
2021-09-15,1-6,ios,2.0.0,2
2021-09-15,13-30,android,1.5.3,3
2021-09-15,7-12,android,1.5.3,1
2021-09-15,7-12,ios,1.5.3,1
2021-09-15,7-12,ios,2.0.0,3
2021-09-16,1-6,android,1.5.3,1
2021-09-16,1-6,ios,1.5.3,1
2021-09-16,1-6,ios,2.0.0,3
2021-09-16,30+,android,1.5.3,1
2021-09-16,7-12,android,1.5.3,4
2021-09-16,7-12,ios,1.5.3,1
2021-09-16,7-12,ios,2.0.0,2
2021-09-17,1-6,android,1.5.3,5
2021-09-17,1-6,ios,2.0.0,1
2021-09-17,7-12,ios,1.5.3,2
2021-09-17,7-12,ios,2.0.0,3
2021-09-18,1-6,android,1.5.3,4
2021-09-18,1-6,ios,2.0.0,1
2021-09-18,7-12,android,1.5.3,1
2021-09-18,7-12,ios,1.5.3,2
2021-09-18,7-12,ios,2.0.0,3
2021-09-19,1-6,android,1.5.3,2
2021-09-19,1-6,ios,2.0.0,1
2021-09-19,7-12,android,1.5.3,1
2021-09-19,7-12,ios,1.5.3,1
2021-09-19,7-12,ios,2.0.0,4
2021-09-20,1-6,android,1.5.3,2
2021-09-20,1-6,ios,2.0.0,1
2021-09-20,7-12,ios,1.5.3,1
2021-09-20,7-12,ios,2.0.0,4
2021-09-21,1-6,android,1.5.3,2
2021-09-21,1-6,ios,1.5.3,1
2021-09-21,1-6,ios,2.0.0,2
2021-09-21,7-12,android,1.5.3,1
2021-09-21,7-12,ios,1.5.3,1
2021-09-21,7-12,ios,2.0.0,2
2021-09-22,1-6,android,1.5.3,2
2021-09-22,1-6,ios,1.5.3,1
2021-09-22,1-6,ios,2.0.0,1
2021-09-22,13-30,android,1.1.1,1
2021-09-22,7-12,android,1.5.3,1
2021-09-22,7-12,ios,1.5.3,1
2021-09-22,7-12,ios,2.0.0,2
2021-09-23,1-6,android,1.5.3,4
2021-09-23,1-6,ios,2.0.0,2
2021-09-24,1-6,android,1.5.3,3
2021-09-24,1-6,ios,2.0.0,2
2021-09-24,13-30,android,1.5.3,1
2021-09-24,7-12,android,1.5.3,1
2021-09-24,7-12,ios,1.5.3,1
2021-09-24,7-12,ios,2.0.0,3
2021-09-25,1-6,android,1.5.3,2
2021-09-25,1-6,ios,1.5.3,1
2021-09-25,1-6,ios,2.0.0,1
2021-09-25,30+,android,1.5.3,1
2021-09-25,7-12,android,1.5.3,1
2021-09-25,7-12,ios,1.5.3,1
2021-09-25,7-12,ios,2.0.0,3
2021-09-26,1-6,android,1.5.3,1
2021-09-26,1-6,ios,1.5.3,1
2021-09-26,1-6,ios,2.0.0,1
2021-09-26,30+,android,1.5.3,1
2021-09-26,7-12,android,1.1.1,1
2021-09-26,7-12,android,1.5.3,1
2021-09-26,7-12,ios,2.0.0,2
2021-09-27,1-6,android,1.1.1,1
2021-09-27,1-6,android,1.5.3,2
2021-09-27,1-6,ios,1.5.3,3
2021-09-27,1-6,ios,2.0.0,3
2021-09-27,30+,android,1.5.3,1
2021-09-27,7-12,ios,2.0.0,2
2021-09-28,1-6,android,1.5.3,1
2021-09-28,1-6,ios,1.5.3,2
2021-09-28,1-6,ios,2.0.0,2
2021-09-28,7-12,ios,2.0.0,2
